x1,x2
16 65 83 26 47 55 64 12 41 61 48 32 95 34 27 23 37 ,1.0
92 32 39 1 77 89 96 37 24 14 74 93 96 63 87 54 78 48 8 ,1.0
29 27 17 14 74 93 40 67 64 96 63 ,1.0
32 95 85 38 8 33 32 95 45 30 81 22 75 53 93 84 10 ,1.0
65 83 84 74 93 84 10 61 86 74 80 60 47 35 8 84 74 25 ,1.0
24 14 97 42 39 48 32 39 19 17 89 67 ,1.0
76 59 83 26 33 15 28 25 14 97 72 10 25 83 ,1.0
10 61 4 10 25 75 54 20 31 54 24 69 60 45 30 37 14 97 41 ,1.0
13 47 55 21 62 33 15 28 25 83 84 96 37 24 14 65 74 15 3 ,1.0
37 59 83 84 10 25 74 13 96 84 10 ,1.0
15 56 86 71 83 26 47 36 52 86 71 83 26 ,1.0
83 84 10 25 83 26 33 15 91 7 44 9 19 24 67 64 96 84 ,1.0
72 5 65 97 22 13 96 63 70 36 60 67 21 63 70 84 1 77 ,1.0
71 83 26 47 55 21 63 99 48 94 46 33 83 84 10 ,1.0
52 11 51 93 96 37 24 52 11 65 74 38 37 14 97 72 5 44 ,1.0
68 71 83 84 10 25 58 8 99 8 33 15 ,1.0
37 13 96 8 84 10 25 75 14 97 72 30 67 21 63 87 4 69 84 ,1.0
31 17 89 67 71 83 84 96 8 99 93 84 ,1.0
83 84 74 93 96 8 84 10 25 75 40 37 59 83 84 96 63 70 84 ,1.0
47 52 11 51 43 39 1 77 99 18 34 76 ,1.0
88 4 10 25 75 54 86 71 83 26 47 55 76 59 61 4 69 84 10 25 15 ,1.0
68 19 90 35 8 99 48 94 47 35 21 ,1.0
21 62 33 83 84 10 25 83 84 74 38 37 14 ,1.0
15 56 86 71 83 35 36 10 25 83 26 47 55 ,1.0
89 74 15 28 25 75 40 32 95 84 96 2 34 ,1.0
38 37 13 98 92 32 95 85 18 41 36 16 91 ,1.0
99 17 89 67 64 12 33 15 3 51 43 68 52 11 29 27 17 ,1.0
8 32 39 48 94 14 65 3 29 67 5 65 ,1.0
96 63 70 72 100 97 58 46 70 36 60 8 62 82 39 ,1.0
86 9 19 82 80 20 31 54 24 52 11 65 83 26 ,1.0
70 36 60 45 30 81 45 30 81 45 85 57 ,1.0
34 27 51 67 5 44 9 19 24 69 65 44 40 32 95 84 23 37 14 ,1.0
55 21 72 100 31 17 14 65 83 26 33 15 ,1.0
8 33 32 95 29 43 68 52 86 71 83 ,1.0
69 65 60 54 86 44 9 58 21 62 82 33 83 26 47 52 72 60 ,1.0
17 14 65 97 41 76 48 94 14 74 38 37 99 89 67 21 63 ,1.0
41 36 60 45 30 81 45 30 81 21 63 99 93 96 37 59 ,1.0
93 84 10 37 13 46 33 83 2 60 8 33 32 95 34 10 25 15 56 ,1.0
65 44 28 80 60 45 30 81 45 30 20 72 60 54 20 72 ,1.0
25 83 84 74 25 83 84 74 93 84 10 25 83 84 10 25 83 61 5 89 ,1.0
96 8 99 93 84 74 93 84 96 8 84 96 84 74 93 40 ,1.0
21 55 73 6 64 96 63 70 84 96 37 ,1.0
39 91 81 45 85 67 64 47 35 21 55 11 51 43 39 19 79 ,1.0
95 87 85 18 34 56 12 79 7 5 89 67 21 76 59 83 61 4 ,1.0
67 21 76 48 8 99 17 89 67 71 77 82 ,1.0
52 11 20 74 52 11 65 83 61 5 34 56 33 15 28 ,1.0
10 39 10 25 75 14 74 38 8 99 48 ,1.0
25 83 84 10 25 75 53 51 53 5 89 61 5 65 ,1.0
88 75 54 24 14 74 93 84 10 25 75 14 65 83 84 96 63 ,1.0
63 2 99 89 67 71 83 26 47 35 21 63 70 79 38 37 59 83 26 ,1.0
45 30 81 22 55 18 41 53 78 48 94 46 61 5 44 9 19 17 14 65 ,1.0
45 30 92 32 95 34 27 90 52 11 51 32 39 1 5 44 40 67 21 55 ,1.0
10 25 83 84 74 80 20 31 17 89 74 ,1.0
20 74 15 91 39 10 25 7 15 53 88 42 21 63 2 99 17 89 ,1.0
39 95 45 30 78 54 41 29 67 21 63 70 84 10 25 15 ,1.0
17 89 67 5 44 40 32 39 19 17 14 74 15 56 6 76 59 10 25 83 26 ,1.0
13 47 55 72 5 65 44 28 25 58 30 51 32 95 34 94 14 65 ,1.0
8 99 17 89 67 64 96 84 10 25 83 42 39 91 81 72 ,1.0
31 17 89 74 80 20 31 54 20 72 5 89 67 71 ,1.0
28 25 58 30 81 45 30 81 21 55 51 35 ,1.0
19 24 69 60 45 30 81 21 55 21 55 21 76 ,1.0
96 8 99 17 14 74 15 30 98 44 9 19 82 60 8 86 ,1.0
65 83 26 33 15 34 88 7 88 7 5 67 21 62 33 32 ,1.0
59 83 84 49 15 30 90 21 63 57 10 25 58 46 70 32 39 1 99 93 40 ,1.0
55 21 55 73 72 5 65 60 45 30 81 22 45 30 81 21 63 57 ,1.0
30 81 45 85 67 21 55 18 41 29 27 17 14 74 15 98 10 25 58 ,1.0
65 83 26 33 15 3 10 25 83 26 47 35 11 ,1.0
68 52 11 81 22 72 5 44 40 4 5 65 97 72 60 8 ,1.0
17 89 48 32 50 38 9 58 32 95 22 13 39 19 24 52 11 ,1.0
48 94 14 74 93 96 84 74 80 20 79 38 8 84 96 8 84 74 38 8 ,1.0
34 9 19 17 14 65 3 29 59 83 26 47 36 55 21 76 59 83 26 47 55 ,1.0
79 31 17 14 84 96 63 70 84 96 37 13 96 37 14 74 25 15 ,1.0
37 24 14 62 82 85 57 79 7 5 89 67 21 63 87 4 5 89 67 ,1.0
63 70 79 7 61 5 65 3 10 25 58 46 ,1.0
10 25 15 98 10 25 83 26 33 83 84 96 84 74 52 11 51 32 ,1.0
52 11 29 27 88 42 18 34 10 25 58 30 81 45 77 33 15 74 52 11 29 ,1.0
88 7 5 65 60 8 32 39 10 25 15 ,1.0
42 87 4 69 22 45 11 81 45 30 81 21 63 99 89 74 93 84 ,1.0
18 34 27 17 14 65 97 58 46 61 5 44 40 32 39 19 24 69 65 74 ,1.0
21 55 76 59 83 26 47 55 64 96 37 24 14 65 83 26 47 35 8 ,1.0
84 10 16 12 79 71 83 84 10 25 75 54 20 ,1.0
17 14 97 42 10 25 83 61 5 65 83 26 47 55 21 ,1.0
21 55 21 63 87 78 28 25 7 15 53 93 84 10 25 15 34 14 65 ,1.0
57 10 4 5 44 9 19 24 69 84 10 61 5 44 9 19 24 ,1.0
18 34 76 59 83 84 74 80 88 7 88 75 40 32 95 34 56 86 9 ,1.0
57 10 25 7 5 44 68 19 79 38 37 13 98 10 25 58 30 81 21 63 ,1.0
25 75 40 32 39 48 8 33 32 39 91 3 51 35 ,1.0
67 5 44 28 25 83 26 47 52 86 9 58 46 33 32 95 45 ,1.0
69 20 79 38 8 99 89 74 52 11 29 59 83 30 81 21 63 2 99 ,1.0
47 52 11 20 79 38 8 32 77 33 32 95 45 30 ,1.0
31 88 7 88 7 88 7 5 44 28 25 ,1.0
34 27 90 35 21 55 25 75 14 74 25 83 84 96 63 2 99 89 74 25 ,1.0
89 67 64 12 79 38 8 62 82 60 8 84 96 63 70 36 50 74 ,1.0
79 38 37 59 83 67 64 12 33 15 75 54 86 74 25 15 28 25 83 1 ,1.0
72 5 44 40 32 50 74 25 75 53 58 30 41 76 ,1.0
20 31 88 7 15 91 8 42 10 25 75 ,1.0
39 48 94 4 5 44 9 66 21 55 73 85 67 21 63 99 89 67 ,1.0
54 20 74 25 83 84 74 93 96 63 99 54 86 9 58 30 81 21 ,1.0
73 85 38 8 99 54 20 31 54 24 52 11 65 ,1.0
85 67 64 12 79 31 17 14 74 80 44 40 4 ,1.0
30 48 94 4 5 44 28 25 75 42 39 1 52 11 81 45 85 57 ,1.0
55 18 81 21 76 48 94 4 10 25 7 15 98 10 25 83 ,1.0
24 69 84 96 8 33 83 84 74 80 91 26 47 52 11 ,1.0
82 39 19 17 14 74 93 84 10 25 75 40 4 69 46 ,1.0
91 39 10 25 58 8 86 44 28 25 75 40 4 10 25 83 ,1.0
11 65 97 22 16 65 97 10 61 4 10 25 15 3 51 93 40 67 64 33 ,1.0
96 8 93 84 10 25 15 3 8 33 15 91 25 ,1.0
35 21 76 59 83 84 96 37 59 83 84 96 8 32 77 89 67 21 ,1.0
77 33 15 3 29 1 52 11 29 67 64 96 37 24 69 60 45 85 18 34 97 ,1.0
19 24 67 5 44 9 31 17 89 74 93 40 37 ,1.0
43 44 68 19 82 39 19 90 21 63 87 85 18 34 ,1.0
88 7 88 83 61 4 69 60 45 11 51 43 39 19 24 52 ,1.0
86 74 80 20 74 80 60 47 77 33 15 56 6 64 12 84 10 25 75 ,1.0
86 44 9 31 14 74 38 37 24 52 11 29 1 99 93 96 63 70 36 55 ,1.0
82 60 45 30 48 94 34 56 12 1 77 33 83 61 5 65 83 ,1.0
96 37 14 65 74 38 37 59 83 84 2 99 35 21 76 59 ,1.0
47 55 76 65 44 40 77 33 32 95 84 96 37 59 83 84 10 25 58 46 ,1.0
69 60 45 30 76 59 83 26 33 32 95 45 30 81 21 62 82 33 32 ,1.0
4 5 89 61 86 74 93 84 10 25 15 ,1.0
25 58 46 50 59 83 84 10 45 85 38 8 65 44 40 37 24 52 86 71 79 ,1.0
97 59 83 61 4 5 44 40 32 95 34 27 23 24 69 84 74 25 ,1.0
47 35 69 60 8 32 95 43 68 52 86 ,1.0
10 25 15 3 10 39 91 26 47 55 64 12 33 83 84 10 ,1.0
53 88 83 26 33 83 84 10 25 83 84 96 37 59 83 84 96 37 59 10 ,1.0
9 31 54 24 69 60 8 99 93 84 10 39 10 25 83 ,1.0
31 54 24 52 11 51 93 84 10 25 58 32 39 48 32 39 1 52 5 44 ,1.0
20 79 71 77 31 17 14 65 83 84 10 25 58 8 33 15 ,1.0
88 4 24 14 65 44 28 25 83 84 10 25 83 84 10 25 15 3 10 61 86 ,1.0
62 33 32 39 94 34 27 90 52 11 29 10 25 ,1.0
30 49 28 32 95 87 92 32 77 33 32 ,1.0
14 65 83 84 74 80 20 79 31 88 42 ,1.0
68 19 17 89 67 71 83 84 10 25 77 99 35 21 55 73 85 67 ,1.0
15 98 10 25 83 84 23 56 22 72 60 67 21 62 82 ,1.0
18 34 56 6 76 59 83 73 89 48 32 39 10 ,1.0
58 8 32 95 34 27 88 42 46 61 5 89 67 5 44 28 32 39 ,1.0
48 94 34 27 90 62 82 60 47 35 21 62 ,1.0
46 70 32 57 10 23 24 69 10 25 83 84 74 52 11 51 93 96 37 ,1.0
17 14 65 60 54 86 44 40 37 30 77 4 10 25 83 26 ,1.0
8 84 10 25 15 3 29 27 17 89 74 38 8 33 15 85 ,1.0
11 29 50 59 83 84 96 37 13 47 36 60 45 30 81 21 63 87 92 ,1.0
12 1 77 33 15 91 26 47 55 11 29 67 71 77 ,1.0
21 63 57 77 99 15 28 25 58 8 84 74 25 58 8 33 83 84 74 25 58 ,1.0
85 57 10 25 7 45 85 45 85 57 77 82 60 8 84 23 37 ,1.0
84 96 63 75 68 75 14 74 25 75 42 46 61 86 1 77 4 5 44 18 ,1.0
52 86 74 93 84 74 38 9 19 24 69 ,1.0
57 77 99 93 96 63 70 79 71 83 26 ,1.0
70 32 39 19 82 60 67 64 12 79 38 9 19 82 85 57 10 25 15 28 ,1.0
9 58 46 70 79 38 37 24 14 74 13 15 53 58 30 81 21 63 70 22 13 ,1.0
27 90 21 55 18 34 9 19 90 52 11 51 93 84 96 37 ,1.0
61 4 81 45 30 81 22 75 42 69 84 10 25 ,1.0
62 82 39 1 77 82 39 91 26 47 52 11 51 53 58 ,1.0
71 25 15 34 27 90 35 21 76 58 46 70 72 5 44 9 31 17 14 ,1.0
15 73 85 67 64 33 83 67 21 76 59 12 33 32 95 45 ,1.0
8 33 83 7 5 65 60 67 5 20 79 7 45 85 38 37 59 83 84 10 ,1.0
21 76 88 4 5 44 28 38 37 59 83 84 96 84 96 8 33 ,1.0
74 25 75 42 10 25 83 26 77 99 15 56 22 45 85 67 64 ,1.0
53 78 15 34 10 61 5 34 56 86 71 83 26 47 35 89 61 86 71 ,1.0
47 35 21 76 59 83 84 23 37 59 83 84 74 38 8 32 ,1.0
33 15 56 12 33 32 39 95 85 57 77 33 83 84 10 25 83 26 64 ,1.0
10 25 75 40 37 59 83 84 10 25 58 8 33 83 26 47 ,1.0
56 86 74 52 11 81 45 85 38 8 33 32 95 45 11 81 72 100 13 15 ,1.0
84 23 37 14 74 52 87 78 28 25 15 74 93 84 96 37 59 83 84 ,1.0
46 61 86 71 83 84 10 25 75 54 20 74 80 91 8 86 71 83 ,1.0
8 99 89 61 5 89 67 5 44 28 32 ,1.0
13 47 55 73 85 67 21 63 70 84 74 80 ,1.0
25 58 30 1 10 25 83 26 33 15 28 32 77 33 83 26 ,1.0
9 31 88 89 67 5 89 74 25 58 30 81 72 60 8 32 95 29 27 ,1.0
96 63 99 35 21 76 59 83 61 5 44 28 25 15 3 8 99 ,1.0
43 39 91 31 17 14 65 97 42 39 19 24 69 84 96 8 62 82 85 ,1.0
86 74 25 58 30 81 72 5 65 44 9 58 46 61 4 5 44 ,1.0
37 14 97 42 21 55 76 48 94 14 97 22 13 98 10 25 83 61 5 65 3 ,1.0
83 84 10 25 83 26 33 15 98 10 25 ,1.0
60 8 84 96 37 14 97 95 85 67 21 63 70 84 10 ,1.0
75 42 39 48 94 34 56 12 79 71 83 84 ,1.0
81 45 30 16 12 33 32 39 94 47 35 8 33 32 95 22 53 78 65 60 8 ,1.0
94 46 16 65 83 84 10 25 83 26 33 83 26 16 65 3 8 ,1.0
70 32 50 74 15 28 25 75 40 4 69 60 45 11 65 97 95 87 4 69 65 ,1.0
81 95 45 30 3 29 27 88 4 5 65 83 26 47 52 86 71 83 84 10 ,1.0
37 24 27 17 89 74 38 37 14 74 25 15 74 25 7 88 7 5 ,1.0
18 41 71 83 84 10 25 58 32 39 1 99 96 37 31 ,1.0
55 73 6 92 32 50 74 25 15 56 86 74 93 84 96 63 ,1.0
83 26 12 33 15 28 25 15 53 88 4 69 65 ,1.0
63 2 99 89 67 21 63 70 36 55 72 5 44 9 58 30 15 53 76 59 ,1.0
89 67 21 63 70 36 52 11 51 43 68 52 11 81 ,1.0
88 7 49 28 25 15 53 93 84 74 15 3 10 25 7 15 74 25 58 ,1.0
81 45 30 33 83 84 10 25 83 26 47 55 18 41 29 50 74 25 75 ,1.0
42 18 34 27 23 37 59 83 84 96 37 59 83 99 17 14 97 72 100 13 ,1.0
99 17 14 65 3 49 40 37 14 97 72 60 8 99 69 65 60 45 85 ,1.0
18 41 76 59 83 84 74 93 84 96 37 14 74 93 84 10 ,1.0
45 30 81 45 30 81 72 5 44 40 32 95 45 85 38 ,1.0
23 37 14 65 44 28 32 77 89 74 80 88 75 14 ,1.0
24 86 74 80 44 40 32 39 94 46 70 72 60 ,1.0
22 45 30 81 21 62 82 33 32 95 45 ,1.0
25 75 53 58 46 33 83 84 10 25 58 8 33 32 95 84 96 8 33 83 ,1.0
68 52 86 71 83 84 10 25 58 46 61 86 9 19 90 35 21 55 ,1.0
15 53 5 44 28 32 95 87 92 68 19 24 69 22 75 53 ,1.0
9 19 17 14 74 13 48 94 34 27 23 56 22 ,1.0
84 10 25 83 26 33 15 91 31 83 84 10 25 15 98 10 25 15 98 92 ,1.0
17 89 74 38 37 14 74 15 96 8 33 15 30 81 45 85 67 64 12 ,1.0
43 53 58 46 33 85 67 21 62 35 21 55 11 51 53 88 75 54 ,1.0
27 90 35 24 69 65 74 80 88 83 84 ,1.0
82 33 32 39 91 73 89 74 93 84 10 25 83 84 96 63 70 32 95 84 ,1.0
10 61 5 44 9 19 24 52 61 86 71 83 84 10 25 83 84 10 30 82 ,1.0
25 14 12 79 7 5 44 9 19 79 38 8 99 89 74 15 85 38 37 ,1.0
25 75 53 58 46 33 32 50 74 38 8 33 83 ,1.0
4 10 25 58 46 33 32 95 34 56 86 44 40 32 ,1.0
32 39 48 8 33 83 84 10 25 83 84 10 ,1.0
79 31 88 4 5 44 9 19 24 27 23 37 14 ,1.0
65 97 72 60 54 24 69 65 44 40 4 5 44 28 25 15 53 ,1.0
69 65 83 84 23 37 14 74 15 73 72 60 ,1.0
94 14 74 38 37 14 65 97 10 25 58 46 33 32 95 34 56 22 ,1.0
28 25 75 14 74 25 58 46 33 15 56 61 4 5 65 83 84 74 38 9 ,1.0
44 37 13 47 55 64 12 1 77 4 69 60 36 55 21 63 87 78 15 56 86 ,1.0
89 74 25 58 30 12 1 99 48 94 14 65 60 45 85 57 77 33 83 ,1.0
59 83 84 10 25 83 26 47 55 11 81 45 85 67 21 55 64 96 63 ,1.0
15 53 93 21 63 2 99 18 41 29 67 71 83 84 74 ,1.0
25 15 34 10 25 58 46 70 32 50 59 83 84 10 25 15 98 ,1.0
93 84 74 25 15 73 85 67 21 55 72 100 31 17 89 ,1.0
59 83 61 5 44 28 32 39 10 25 15 53 76 48 94 ,1.0
23 37 59 83 84 96 63 2 82 60 54 20 60 8 33 32 ,1.0
8 99 93 84 74 52 11 65 97 72 5 89 ,1.0
3 49 70 79 38 8 99 89 48 94 46 61 5 89 74 93 40 4 5 ,1.0
10 25 15 56 22 45 85 45 30 87 92 32 39 19 24 14 74 80 91 ,1.0
82 60 45 85 45 85 38 8 99 48 94 34 9 19 82 39 19 17 ,1.0
59 10 39 94 46 61 5 89 74 15 53 88 75 54 41 61 5 44 ,1.0
77 99 17 14 65 74 93 84 74 38 37 24 69 ,1.0
6 64 96 37 24 69 84 10 25 75 42 87 85 38 92 32 ,1.0
77 99 48 94 34 27 90 52 11 29 59 83 84 10 25 15 ,1.0
74 93 84 74 25 15 98 92 6 76 48 94 34 76 48 8 ,1.0
57 83 84 10 25 15 91 26 47 55 21 55 76 59 83 26 ,1.0
39 94 46 70 79 38 37 59 83 26 47 35 21 63 99 ,1.0
64 12 79 7 5 44 9 19 17 89 67 64 12 69 84 ,1.0
52 86 71 83 26 74 25 83 26 47 55 ,1.0
18 41 61 48 94 4 44 9 19 82 85 67 71 83 84 74 80 44 40 4 5 ,1.0
61 5 16 65 83 26 47 35 21 62 82 60 45 30 81 22 16 91 42 18 34 ,1.0
92 6 76 59 83 26 33 15 3 10 25 ,1.0
85 18 41 36 60 45 30 19 24 52 86 71 83 84 10 25 83 26 47 35 21 ,1.0
67 64 12 1 77 99 17 89 74 25 75 14 65 60 47 ,1.0
26 47 52 11 29 27 17 89 67 5 67 21 63 ,1.0
52 11 29 27 14 97 22 55 18 41 61 4 69 84 74 80 ,1.0
99 89 67 21 62 33 32 95 85 57 10 74 38 9 19 ,1.0
74 13 47 55 18 41 61 86 71 77 33 83 26 33 83 84 74 ,1.0
17 14 65 74 38 37 59 83 96 63 57 77 63 87 4 69 60 54 24 14 74 ,1.0
10 25 15 56 12 33 83 61 48 8 33 32 77 99 89 67 5 44 28 25 58 ,1.0
99 89 67 5 44 9 19 24 14 74 80 88 ,1.0
86 9 19 24 52 86 74 25 15 30 81 22 13 39 19 17 89 74 ,1.0
84 23 24 14 74 80 88 75 99 48 8 33 15 56 86 ,1.0
8 62 33 83 84 74 25 83 26 47 36 55 76 59 83 26 ,1.0
74 38 8 99 17 14 65 60 45 30 4 5 89 74 93 96 ,1.0
52 86 44 9 19 82 39 1 10 25 83 26 ,1.0
52 11 29 50 74 38 37 24 14 65 97 72 ,1.0
52 11 51 81 45 30 23 37 59 83 84 56 12 79 38 ,1.0
74 93 84 74 25 7 88 75 42 87 92 ,1.0
13 47 55 73 72 60 54 20 31 54 24 14 65 74 ,1.0
15 28 32 50 59 83 90 52 11 51 43 44 ,1.0
89 67 21 63 2 34 76 59 83 26 47 35 21 55 72 5 44 28 25 15 ,1.0
84 74 93 40 37 14 97 41 76 59 83 26 47 36 12 ,1.0
69 84 10 61 86 71 83 26 47 55 18 ,1.0
89 67 64 12 33 83 84 10 25 83 26 33 15 56 5 44 40 4 69 60 ,1.0
99 18 41 76 59 83 84 10 25 58 46 70 ,1.0
68 52 11 65 74 80 91 73 89 67 64 12 79 7 44 40 4 ,1.0
2 34 76 48 94 4 5 89 48 94 46 70 84 10 13 15 53 93 84 10 ,1.0
74 25 83 26 47 55 84 10 61 86 71 83 84 10 25 ,1.0
28 32 39 1 99 89 67 64 12 33 15 74 80 88 7 15 74 ,1.0
8 32 50 59 83 26 50 38 8 33 83 84 10 22 55 18 34 56 86 ,1.0
33 15 28 25 58 30 81 21 63 87 92 32 39 1 ,1.0
36 60 54 86 74 38 9 58 8 35 70 79 71 7 44 12 1 ,1.0
83 81 22 15 3 29 27 23 24 27 90 52 86 71 ,1.0
78 28 25 14 74 80 56 6 64 12 33 32 95 61 5 89 ,1.0
76 34 76 59 83 84 74 13 47 35 21 55 11 51 67 64 12 79 38 8 ,1.0
15 91 26 47 35 21 55 64 96 37 59 83 26 47 ,1.0
67 64 12 79 7 61 5 44 28 32 39 1 77 99 93 84 74 25 83 ,1.0
10 5 65 44 9 31 17 89 67 64 96 37 59 83 84 96 63 ,1.0
75 42 87 78 28 25 58 46 61 2 99 15 74 ,1.0
31 54 20 79 7 88 7 88 75 42 46 ,1.0
33 15 28 25 15 56 12 11 51 93 84 10 25 83 84 10 25 75 42 21 ,1.0
84 96 8 86 44 28 25 58 30 81 21 63 87 85 67 71 ,1.0
36 60 67 71 83 84 74 80 20 79 31 ,1.0
8 33 15 56 86 9 19 24 27 17 14 65 3 10 25 83 84 10 25 15 ,1.0
38 92 32 95 45 30 34 10 48 94 34 9 19 24 69 84 ,1.0
59 83 84 74 13 39 10 39 94 46 33 83 63 ,1.0
18 34 56 10 25 15 30 81 72 5 34 27 23 37 24 69 ,1.0
55 11 51 53 58 46 33 83 84 10 25 75 53 5 89 67 64 96 63 87 ,1.0
72 100 97 58 30 94 46 61 5 65 83 84 10 25 ,1.0
33 15 53 93 84 74 15 28 25 83 26 47 36 60 54 41 ,1.0
58 32 95 45 11 65 97 95 29 10 25 58 8 99 93 40 32 ,1.0
94 46 61 86 74 52 86 44 9 19 24 52 ,1.0
55 64 12 79 31 17 14 74 25 83 26 47 ,1.0
15 3 10 25 58 8 33 32 39 1 52 11 65 83 ,1.0
86 71 83 84 10 25 15 98 92 32 39 44 28 71 83 84 ,1.0
77 99 18 41 76 59 83 26 47 35 8 33 15 28 25 58 46 ,1.0
48 94 67 71 83 26 47 52 11 81 72 ,1.0
1 99 48 94 14 74 93 84 10 25 58 46 61 ,1.0
32 95 29 1 99 54 24 52 11 20 79 38 9 31 17 89 ,1.0
33 83 84 10 25 75 54 41 36 12 79 7 88 75 53 ,1.0
62 33 32 39 94 46 61 5 44 9 31 54 24 67 21 76 59 83 84 96 ,1.0
87 4 69 65 83 26 47 35 21 63 70 72 100 97 41 39 1 77 33 ,1.0
12 33 83 26 77 82 85 61 4 69 60 54 20 31 17 14 74 93 84 96 ,1.0
90 39 10 25 15 53 93 96 37 24 69 65 83 84 74 80 20 60 8 84 23 ,1.0
37 14 74 13 47 36 52 11 65 83 26 ,1.0
18 34 14 65 97 42 5 44 40 32 95 45 30 ,1.0
19 17 14 65 60 67 21 55 72 60 45 11 81 45 30 81 21 55 ,1.0
4 5 65 83 26 33 15 3 34 14 74 ,1.0
18 41 36 60 8 84 74 15 91 42 11 81 72 ,1.0
8 33 32 77 33 15 98 92 32 95 87 4 5 65 97 41 ,1.0
93 84 74 25 15 3 51 67 64 12 33 83 84 96 63 2 82 ,1.0
61 68 19 90 52 11 29 59 83 26 33 3 51 53 51 93 84 ,1.0
24 14 97 42 18 34 76 48 94 4 5 44 40 37 24 14 65 60 8 ,1.0
51 35 21 62 33 83 26 47 35 21 63 77 82 60 45 30 81 21 76 ,1.0
83 84 74 80 72 60 45 30 81 21 55 11 29 1 99 89 67 64 ,1.0
84 10 25 75 53 51 53 93 84 10 25 75 80 88 4 5 44 9 19 17 14 ,1.0
52 11 29 59 83 84 74 80 20 31 17 89 67 64 12 33 83 26 47 ,1.0
94 34 88 42 21 63 57 10 25 58 8 33 32 95 84 10 39 10 ,1.0
44 28 25 15 53 78 54 86 74 93 84 74 93 84 74 25 15 53 93 84 ,1.0
76 59 83 26 47 55 21 76 59 83 26 47 ,1.0
50 74 80 72 60 54 20 79 38 37 59 83 84 10 ,1.0
13 47 35 8 32 39 91 81 21 55 18 ,1.0
83 30 88 83 61 5 44 68 19 24 52 86 71 83 84 10 25 58 8 99 17 ,1.0
14 65 3 34 56 22 45 85 67 21 76 48 94 4 5 89 67 ,1.0
62 82 39 19 24 69 60 54 86 71 83 84 10 25 ,1.0
73 12 79 17 14 65 60 47 55 51 43 44 9 19 ,1.0
33 32 95 34 27 90 62 82 60 54 24 69 65 83 84 10 25 15 ,1.0
14 74 38 8 99 17 89 67 64 12 79 38 37 14 97 22 75 53 51 67 5 ,1.0
46 70 32 95 85 57 10 25 75 54 86 74 38 8 33 83 26 33 32 39 ,1.0
13 47 35 21 55 21 62 82 39 91 26 ,1.0
83 84 10 25 83 61 86 9 58 30 81 45 30 ,1.0
5 44 28 25 58 8 99 18 41 39 1 77 ,1.0
67 64 33 15 98 10 25 15 91 39 10 25 58 21 76 ,1.0
19 24 14 65 44 9 19 24 69 60 45 ,1.0
94 34 56 6 76 48 94 46 61 2 99 89 67 21 63 57 77 31 17 89 ,1.0
33 32 95 29 1 77 89 67 5 44 40 37 59 83 26 47 36 60 45 30 ,1.0
55 11 65 97 59 83 26 47 36 52 86 74 93 84 10 25 75 53 88 75 42 ,1.0
40 4 5 44 40 4 69 84 10 25 83 26 47 36 55 21 76 59 ,1.0
14 74 25 83 61 5 44 28 25 83 32 95 29 67 64 96 84 ,1.0
12 33 32 95 45 85 67 64 12 79 71 83 84 10 25 75 14 74 ,1.0
38 37 24 52 11 81 45 85 67 5 65 21 55 73 ,1.0
11 51 43 44 9 19 17 14 65 60 8 33 15 3 ,1.0
84 10 61 5 89 74 25 58 32 39 48 ,1.0
54 86 71 83 26 47 55 73 85 38 8 84 96 84 10 25 58 46 33 ,1.0
19 24 69 60 54 24 52 11 51 81 72 5 89 2 ,1.0
17 89 67 21 63 57 77 99 54 41 76 ,1.0
86 71 83 19 79 38 8 32 39 10 25 15 56 6 17 89 ,1.0
72 5 44 9 58 30 81 45 33 83 84 74 ,1.0
60 54 24 69 65 44 9 19 79 71 83 26 33 83 26 ,1.0
21 62 82 33 32 95 43 39 94 14 65 97 10 25 83 84 23 37 ,1.0
34 27 23 37 13 47 35 21 55 18 47 55 64 12 79 7 88 4 69 84 ,1.0
5 89 48 94 4 5 65 83 26 47 52 86 71 83 84 96 84 74 ,1.0
52 11 81 21 63 99 48 94 14 74 93 15 3 51 93 24 9 19 82 ,1.0
96 63 87 54 20 74 15 30 81 45 85 66 92 32 39 91 ,1.0
15 56 6 76 59 83 84 10 45 30 81 21 76 48 94 4 10 ,1.0
39 19 24 27 90 21 76 59 83 26 47 36 10 25 58 30 11 ,1.0
24 52 11 81 45 85 67 71 83 26 47 35 21 63 70 79 31 ,1.0
5 44 40 4 69 84 10 25 15 3 34 ,1.0
37 59 68 19 24 52 11 51 93 84 10 25 15 3 51 93 96 63 57 ,1.0
82 85 57 10 25 83 84 10 25 15 98 10 25 58 ,1.0
19 17 89 74 52 11 65 44 9 19 24 ,1.0
59 83 84 96 8 33 32 39 19 24 52 11 81 45 11 ,1.0
34 27 90 52 11 29 67 5 34 56 12 33 32 50 74 ,1.0
31 17 14 65 83 84 74 80 20 74 93 84 10 25 44 28 25 83 26 33 ,1.0
21 76 48 8 84 10 25 83 84 10 25 83 84 10 ,1.0
68 52 34 27 23 37 59 83 26 33 83 16 65 ,1.0
25 83 26 47 35 21 63 70 72 100 97 95 84 74 93 84 10 ,1.0
85 67 21 55 18 34 9 19 24 14 65 44 ,1.0
65 83 61 4 10 25 75 54 20 72 60 8 99 89 67 64 12 79 38 8 84 ,1.0
45 30 81 45 85 67 70 84 10 25 15 53 5 65 74 13 ,1.0
